"Local authority","Local authority code","Library name","Address 1","Address 2","Address 3","Postcode","Library type","Unique property reference number","Co-located","Easting","Northing","OA Code","Rural urban classification","IMD"
"Bradford","E08000032","Bingley Library","5 Rise Shopping Centre","Bingley","West Yorkshire","BD16 1AW","LAL",NULL,"No",410834,439006,"E00053411","A1",17225
"Bradford","E08000032","Bolling Hall Library","Bolling Hall, Bowling Hall Road","Bradford","West Yorkshire","BD4 7LP","LAL",NULL,"No",417295,431529,"E00053571","A1",1756
"Bradford","E08000032","Burley Library","Grange Road","Ilkley","West Yorkshire","LS29 7HD","CRL",NULL,"No",416667,446311,"E00054310","C1",27428
"Bradford","E08000032","City Library","Centenary Square","Bradford","West Yorkshire","BD1 1SD","LAL",NULL,"No",416231,433000,"E00176106","A1",933
"Bradford","E08000032","Clayton Library","Old School House, Clayton Lane","Bradford","West Yorkshire","BD14 6AY","LAL",NULL,"No",411974,431901,"E00053649","A1",17359
"Bradford","E08000032","Denholme Library","Mechanics Institute","Bradford","West Yorkshire","BD13 4BL","CRL",NULL,"No",407065,434021,"E00053494","D1",11534
"Bradford","E08000032","Eccleshill Library","Bolton Road","Bradford","West Yorkshire","BD2 4SR","LAL",NULL,"No",417830,435675,"E00053766","A1",13861
"Bradford","E08000032","Great Horton Library","69 Beldon Road","Bradford","West Yorkshire","BD7 3PE","CRL",NULL,"No",414228,431329,"E00053830","A1",3573
"Bradford","E08000032","Haworth Library",NULL,NULL,NULL,"BD22 8EL","CRL",NULL,"No",402782,437312,"E00054731","C1",16583
"Bradford","E08000032","Heaton Hub Library","Haworth Road","Bradford","West Yorkshire","BD9 6LP","CRL",NULL,"No",412435,435479,"E00053852","A1",3163
"Bradford","E08000032","Holme Wood Library","Broadstone Way","Bradford","West Yorkshire","BD4 9DY","CRL",NULL,"No",419168,431213,"E00054535","A1",40
"Bradford","E08000032","Idle Library","Wright Watson Enterprise Centre, Thorpe Garth","Bradford","West Yorkshire","BD10 9PY","CRL",NULL,"No",417937,437642,"E00053886","A1",15960
"Bradford","E08000032","Ilkley Library","Station Road","Ilkley","West Yorkshire","LS29 8HA","LAL",NULL,"No",411791,447592,"E00053936","C1",29485
"Bradford","E08000032","Keighley Library","North Street","Keighley","West Yorkshire","BD21 3SX","LAL",10090675821,"No",406019,441334,"E00054039","C1",284
"Bradford","E08000032","Laisterdyke Library","Manse Street","Bradford","West Yorkshire","BD3 8RP","LAL",NULL,"No",418498,433035,"E00053633","A1",1466
"Bradford","E08000032","Lees Library",NULL,NULL,NULL,"BD22 9DL","CRL",NULL,"No",404379,437668,"E00054711","C1",13778
"Bradford","E08000032","Local Studies Library","Margaret McMillan Tower, Princes Way","Bradford","West Yorkshire","BD1 1NN","LAL",10090675814,"No",416230,432711,"E00176112","A1",10397
"Bradford","E08000032","Manningham Library","Carlisle Road","Bradford","West Yorkshire","BD8 8BB","LAL",NULL,"No",415122,434402,"E00053866","A1",312
"Bradford","E08000032","Menston Library","Main Street","Ilkley","West Yorkshire","LS29 6LG","CRL",10024353892,"No",417237,443736,"E00054319","A1",28465
"Bradford","E08000032","Oxenhope Library",NULL,NULL,NULL,"BD22 9LJ","CRL",NULL,"No",403227,435031,"E00054710","D1",24058
"Bradford","E08000032","Queensbury Library","Victoria Hall","Bradford","West Yorkshire","BD13 1AB","CRL",NULL,"No",410486,430274,"E00054261","A1",14322
"Bradford","E08000032","Shipley Library","2 Wellcroft","Shipley","West Yorkshire","BD18 3QH","LAL",NULL,"No",414655,437419,"E00054349","A1",5499
"Bradford","E08000032","Silsden Library","Silsden Town Hall, Kirkgate","Keighley","West Yorkshire","BD20 0AJ","CRL",NULL,"No",404181,446266,"E00053722","D1",17638
"Bradford","E08000032","St. Augustine's Library","St. Augustine's Centre, Otley Road","Bradford","West Yorkshire","BD3 0DN","CRL",NULL,"No",417119,434039,"E00054594","A1",2837
"Bradford","E08000032","Thornbury Library","The Thornbury Centre, Leeds Old Road","Bradford","West Yorkshire","BD3 8JX","CRL",NULL,"No",418836,433763,"E00053605","A1",5061
"Bradford","E08000032","Thornton Library","Market Street","Bradford","West Yorkshire","BD13 3HW","CRL",NULL,"No",410235,432736,"E00054478","A1",5305
"Bradford","E08000032","Wibsey Library","North Road","Bradford","West Yorkshire","BD6 1TR","LAL",NULL,"No",414788,430003,"E00054662","A1",10891
"Bradford","E08000032","Wilsden Library","Village Hall","Bradford","West Yorkshire","BD15 0HT","CRL",NULL,"No",409190,436199,"E00053484","D1",21390
"Bradford","E08000032","Wrose Library","Wrose Road","Shipley","West Yorkshire","BD18 1HX","CRL",NULL,"No",416163,436996,"E00054367","A1",13968
"Bradford","E08000032","Wyke Library","Appleton Academy, Woodside Road","Bradford","West Yorkshire","BD12 8AL","LAL",NULL,"No",415176,427370,"E00054801","A1",1923
"Brent","E09000005","Barham Community Library","660 Harrow Road","Wembley","Middlesex","HA0 2HB","ICL",NULL,"No",517185,185045,"E00002935","A1",10875
"Brent","E09000005","Ealing Road","Coronet Parade, Ealing Road","Wembley","Middlesex","HA0 4BA","LAL",NULL,"No",518145,184736,"E00003059","A1",11113
"Brent","E09000005","Harlesden","Craven Park Road","London","Middlesex","NW10 8SE","LAL",NULL,"No",521471,183584,"E00174707","A1",5769
"Brent","E09000005","Kilburn","42 Salusbury Road","London","Middlesex","NW6 6NN","LAL",NULL,"No",524559,183368,"E00002840","A1",13504
"Brent","E09000005","Kingsbury","522 - 524 Kingsbury Road","London","Middlesex","NW9 9HE","LAL",NULL,"No",519507,188870,"E00002882","A1",12795
"Brent","E09000005","Preston Community Library","Carlton Avenue East","Wembley","Middlesex","HA9 8PL","ICL",NULL,"No",518210,187078,"E00002773","A1",19745
"Brent","E09000005","Wembley","Brent Civic Centre, Engineers Way","Wembley","Middlesex","HA9 0FJ","LAL",NULL,"No",519215,185861,"E00174722","A1",10426
"Brent","E09000005","Willesden Green","95 High Road","London","Middlesex","NW10 2SF","LAL",NULL,"No",522904,184570,"E00003109","A1",9761
"Brighton and Hove","E06000043","Coldean Library","Library Court, 24 Beatty Avenue","Brighton","East Sussex","BN1 9ED","LAL",22223944,"Yes",532889,108810,"E00085295","C1",11256
"Brighton and Hove","E06000043","Hangleton Library","West Way, Hangleton","Hove","East Sussex","BN3 8LD","LAL",22019566,"No",527134,106679,"E00085203","C1",14821
"Brighton and Hove","E06000043","Hollingbury Library (Carden)","2 County Oak Avenue","Brighton","East Sussex","BN1 8LU","LAL",22079265,"Yes",531692,108670,"E00085449","C1",18729
"Brighton and Hove","E06000043","Hollingbury Library (Old Boat Corner)","1st Floor, Carden Hill","Brighton","East Sussex","BN1 8DA","LAL",22079427,"Yes",531824,108476,"E00085424","C1",8081
"Brighton and Hove","E06000043","Hove Library","182-186 Church Road","Hove","East Sussex","BN3 2EG","LAL",22021562,"Yes",528478,104787,"E00085076","C1",8833
"Brighton and Hove","E06000043","Jubilee Library","Jubilee Street","Brighton","East Sussex","BN1 1GE","LAL",22236658,"No",531214,104502,"E00085698","C1",5040
"Brighton and Hove","E06000043","Mile Oak Library","Portslade Academy, Chalky Road","Portslade","East Sussex","BN41 2WS","LAL",22168468,"Yes",524992,107180,"E00085389","C1",5951
"Brighton and Hove","E06000043","Moulsecoomb Library","The Highway","Brighton","East Sussex","BN2 4PA","LAL",22101842,"No",532743,106971,"E00085354","C1",7826
"Brighton and Hove","E06000043","Patcham Library","Ladies Mile Road","Brighton","East Sussex","BN1 8TA","LAL",22241898,"Yes",530716,108724,"E00085419","C1",22319
"Brighton and Hove","E06000043","Portslade Library","Old Shoreham Road","Portslade","East Sussex","BN41 1XR","LAL",22010165,"No",526028,105826,"E00085731","C1",22380
"Brighton and Hove","E06000043","Rottingdean Library","The Grange","Brighton","East Sussex","BN2 7HA","LAL",22170369,"Yes",536978,102504,"E00085644","C1",26008
"Brighton and Hove","E06000043","Saltdean Library","Saltdean Lido","Brighton","East Sussex","BN2 8SP","LAL",22245988,"Yes",538073,102075,"E00172910","C1",20082
"Brighton and Hove","E06000043","Westdene Library","Bankside","Brighton","East Sussex","BN1 5GN","LAL",22044305,"Yes",529423,108322,"E00085869","C1",28829
"Brighton and Hove","E06000043","Whitehawk Library","179a Whitehawk Road","Brighton","East Sussex","BN2 5FL","LAL",22258547,"Yes",533401.47,104651.19,"E00085122","C1",337
"Brighton and Hove","E06000043","Woodingdean Library","Warren Road","Brighton","East Sussex","BN2 6BA","LAL",22257533,"Yes",535408.78,105790.83,"E00085900","C1",7287
"Bristol, City of","E06000023","Avonmouth","Avonmouth Road","Avonmouth","Bristol","BS11 9EN","LAL",NULL,"No",351599,178175,"E00073213","C1",10041
"Bristol, City of","E06000023","Bedminster","St Peter's Court","Bedminster","Bristol","BS3 4AQ","LAL",NULL,"No",358855,171878,"E00174263","C1",2554
"Bristol, City of","E06000023","Bishopston","Gloucester Road","Bishopston","Bristol","BS7 8BN","LAL",NULL,"No",358999,175245,"E00074114","C1",26041
"Bristol, City of","E06000023","Bishopsworth","Bishopsworth Road","Bishopsworth","Bristol","BS13 7LN","LAL",NULL,"No",357227,169243,"E00073330","C1",11489
"Bristol, City of","E06000023","Bristol Central","College Green",NULL,"Bristol","BS1 5TL","LAL",199356,"No",358236,172671,"E00174284","C1",8994
"Bristol, City of","E06000023","Clifton","Princess Victoria Street","Clifton","Bristol","BS8 4BX","LAL",NULL,"No",356987,173003,"E00073483","C1",22934
"Bristol, City of","E06000023","Filwood","Filwood Broadway","Filwood","Bristol","BS4 1JN","LAL",NULL,"No",359353,169693,"E00073653","C1",340
"Bristol, City of","E06000023","Fishponds","Robinson House","Hockeys Lane","Bristol","BS16 3HL","LAL",NULL,"No",363074,175535,"E00073694","C1",7891
"Bristol, City of","E06000023","Hartcliffe","Symes District Centre, Peterson Square","Hartcliffe","Bristol","BS13 0BE","LAL",NULL,"No",358484,167488,"E00074374","C1",232
"Bristol, City of","E06000023","Henbury","Crow Lane","Henbury","Bristol","BS10 7DR","LAL",NULL,"No",357036,179128,"E00073756","C1",1226
"Bristol, City of","E06000023","Henleaze","Northumbria Drive","Henleaze","Bristol","BS9 4HP","LAL",NULL,"No",357574,176026,"E00073821","C1",22313
"Bristol, City of","E06000023","Hillfields","Summerleaze","Hillfields","Bristol","BS16 4HL","LAL",NULL,"No",364180,175232,"E00073878","C1",1763
"Bristol, City of","E06000023","Horfield","Filton Avenue","Horfield","Bristol","BS7 0BD","LAL",NULL,"No",360264,177504,"E00074062","C1",6013
"Bristol, City of","E06000023","Junction 3","Baptist Mills","Easton","Bristol","BS5 0JF","LAL",NULL,"No",360635,174088,"E00074018","C1",659
"Bristol, City of","E06000023","Knowle","1st Floor, Broadwalk Shopping Centre","Knowle","Bristol","BS4 2QU","LAL",NULL,"No",360612,170756,"E00073987","C1",8015
"Bristol, City of","E06000023","Lawrence Weston","Ridingleaze House","Lawrence Weston","Bristol","BS11 0QE","LAL",NULL,"No",354377,178254,"E00073949","C1",1499
"Bristol, City of","E06000023","Lockleaze Library","Cameron Centre, Cameron Walk","Lockleaze","Bristol","BS7 9XB","LAL",NULL,"No",361084,176942,"E00074070","C1",4164
"Bristol, City of","E06000023","Marksbury Road","Marksbury Road","Bedminster","Bristol","BS3 5LG","LAL",NULL,"No",358238,170681,"E00073255","C1",7255
"Bristol, City of","E06000023","Redland","Whiteladies Road","Redland","Bristol","BS8 2PY","LAL",NULL,"No",357668,174231,"E00073505","C1",24664
"Bristol, City of","E06000023","Sea Mills","Sylvan Way","Sea Mills","Bristol","BS9 2NA","LAL",NULL,"No",355093,177173,"E00073961","C1",8581
"Bristol, City of","E06000023","Shirehampton","Station Road","Shirehampton","Bristol","BS11 9TU","LAL",NULL,"No",353165,176703,"E00073205","C1",11742
"Bristol, City of","E06000023","Southmead","Greystoke Avenue","Southmead","Bristol","BS10 6AS","LAL",NULL,"No",358251,178435,"E00074218","C1",368
"Bristol, City of","E06000023","St. George","Church Road","St. George","Bristol","BS5 8AL","LAL",NULL,"No",362222,173604,"E00074174","C1",7102
"Bristol, City of","E06000023","St. Pauls","94 Grosvenor Road","St. Pauls","Bristol","BS2 8AL","LAL",NULL,"No",358907,173686,"E00174041","C1",10818
"Bristol, City of","E06000023","Stockwood","Stockwood Road","Stockwood","Bristol","BS14 8PL","LAL",NULL,"No",362034,168301,"E00074271","C1",3134
"Bristol, City of","E06000023","Westbury","Falcondale Road","Westbury on Trym","Bristol","BS9 3JZ","LAL",NULL,"No",356908,177163,"E00074347","C1",32130
"Bristol, City of","E06000023","Whitchurch","Whitchurch District Centre, Oatlands Avenue","Whitchurch","Bristol","BS14 0SX","LAL",NULL,"No",360350,168497,"E00073791","C1",4246
"Bristol, City of","E06000023","Wick Road","Wick Road","Bristlington","Bristol","BS4 4HE","LAL",NULL,"No",361751,171212,"E00073366","C1",21059
"Bromley","E09000006","Beckenham Library","Beckenham Road","Bromley","Greater London","BR3 4PE","CL",10003628986,"No",536627,169562,"E00003422","A1",18692
"Bromley","E09000006","Biggin Hill Memorial Library & Pool","Church Road","Bromley","Greater London","TN16 3LB","CL",10070007971,"Yes",541908,158979,"E00003168","C1",21472
"Bromley","E09000006","Bromley Central Library","High Street","Bromley","Greater London","BR1 1EX","CL",100022886980,"Yes",540217,169118,"E00003266","A1",19350
"Bromley","E09000006","Burnt Ash Library","Burnt Ash Lane","Bromley","Greater London","BR1 5AF","CL",100022890161,"No",540531,170913,"E00003991","A1",7388
"Bromley","E09000006","Chislehurst Library","Red Hill","Bromley","Greater London","BR7 6DA","CL",100022901114,"No",543663,171025,"E00003358","A1",25469
"Bromley","E09000006","Hayes Library","Hayes Street","Bromley","Greater London","BR2 7LH","CL",100022891892,"No",540549,166192,"E00003717","A1",27894
"Bromley","E09000006","Mottingham Library","31 Mottingham Road","Bromley","Greater London","SE9 4QZ","CL",100023283985,"No",542139,172921,"E00003815","A1",15467
"Bromley","E09000006","Orpington Library","The Walnuts","Bromley","Greater London","BR6 0TW","CL",10070009943,"Yes",546335,166215,"E00003852","A1",17330
"Bromley","E09000006","Penge Library","46 Green Lane","Bromley","Greater London","SE20 7JX","CL",10070007380,"No",535626,170124,"E00003892","A1",10802
"Bromley","E09000006","Petts Wood Library","Frankswood Avenue","Bromley","Greater London","BR5 1BP","CL",100022897997,"No",544187,167698,"E00003970","A1",31745
"Bromley","E09000006","Shortlands Library","110 Shortlands Road","Bromley","Greater London","BR2 0JP","CL",100022891493,"No",538723,168633,"E00004045","A1",23758
"Bromley","E09000006","Southborough Library","Southborough Lane","Bromley","Greater London","BR2 8AP","CL",100022892170,"No",542272,167633,"E00003125","A1",30316
"Bromley","E09000006","St Pauls Cray Library","Mickleham Road","Bromley","Greater London","BR5 2RW","CL",100022898290,"No",546390,169378,"E00003551","A1",6804
"Bromley","E09000006","West Wickham Library","Glebe Way","Bromley","Greater London","BR4 0SH","CL",100022897598,"No",538328,165961,"E00004081","A1",30869
"Buckinghamshire","E10000002","Amersham Temporary Library","King George V House, King George V Road","Amersham","Buckinghamshire","HP6 5AW","LAL",NULL,"Yes",496706,198292,"E00089525","C1",32488
"Buckinghamshire","E10000002","Aylesbury Library","Walton Street","Aylesbury","Buckinghamshire","HP20 1UU","LAL",NULL,"No",481968,213544,"E00169118","C1",18292
"Buckinghamshire","E10000002","Beacon Villages Community Library","Old Town Hall, High Street","Ivinghoe","Buckinghamshire","LU7 9EP","CRL",NULL,"No",494366,216076,"E00089330","E1",26695
"Buckinghamshire","E10000002","Beaconsfield Library","Reynolds Road","Beaconsfield","Buckinghamshire","HP9 2NJ","LAL",NULL,"No",493533,191314,"E00089799","C1",32165
"Buckinghamshire","E10000002","Bourne End Community Library","Wakeman Road","Bourne End","Buckinghamshire","SL8 5SX","CRL",NULL,"No",489422,187462,"E00090060","C1",21109
"Buckinghamshire","E10000002","Buckingham Library","Verney Close","Buckingham","Buckinghamshire","MK18 1JP","LAL",NULL,"No",469698,234016,"E00089076","C1",19839
"Buckinghamshire","E10000002","Burnham Community Library","Windsor Lane","Burnham","Buckinghamshire","SL1 7HR","CRL",NULL,"No",493324,182217,"E00089841","C1",24261
"Buckinghamshire","E10000002","Castlefield Community Library","Castlefield Community Centre, Rutland Avenue","High Wycombe","Buckinghamshire","HP12 3LL","CRL",NULL,"No",484506,192500,"E00090336","C1",15773
"Buckinghamshire","E10000002","Chalfont St Giles Community Library","High Street","Chalfont St. Giles","Buckinghamshire","HP8 4QA","CRL",NULL,"No",499098,193623,"E00089611","D1",28155
"Buckinghamshire","E10000002","Chalfont St Peter Community Library","High Street","Chalfont St. Peter","Buckinghamshire","SL9 9QA","CRL",NULL,"No",500044,190743,"E00089589","C1",32481
"Buckinghamshire","E10000002","Chesham Library","Elgiva Lane","Chesham","Buckinghamshire","HP5 2JD","LAL",NULL,"No",495930,201795,"E00089771","C1",19868
"Buckinghamshire","E10000002","Farnham Common Community Library","Victoria Road","Farnham Common","Buckinghamshire","SL2 3NL","CRL",NULL,"No",496290,184874,"E00089899","C1",30905
"Buckinghamshire","E10000002","Flackwell Heath Community Library","Shelf Village Hall, Halifax Road","Flackwell Heath","Buckinghamshire","HP10 9AA","CRL",NULL,"No",489319,189970,"E00090146","C1",31246
"Buckinghamshire","E10000002","Gerrards Cross Community Library","38 Station Road","Gerrards Cross","Buckinghamshire","SL9 8EL","CRL",NULL,"No",500426,188703,"E00089915","C1",30252
